Company Name,Tradestyle,Address Line 1,City,Province,Postal Code,Country,Phone,URL,Revenue (USD),Employees (Single Site),Employees (Blended Sites),Business Description,Ownership Type,Entity Type,Parent Company,Parent Country,Ultimate Parent Company,Ultimate Parent Country,D&B Hoovers Industry,NAICS 2012 Code,NAICS 2012 Description,Import/Export Status,Manufacturing Status
Palm Beach Mega Tan,,770 Gardiners Rd,Kingston,Ontario,K7M 3X9,Canada,613-634-8400,http://www.palmbeachmegatan.com,"45,015.641",1,1,"Palm Beach Mega Tan is primarily engaged in providing personal services, not elsewhere classified.",Private,Independent,,,,,Miscellaneous Personal Services,812199,Other Personal Care Services,,
Palmer & Associates,DBM Kingston,556 O'Connor Dr,Kingston,Ontario,K7P 1N3,Canada,613-389-1108,http://www.palmercareers.com,"640,222.43",5,5,"Palmer & Associates is primarily engaged in furnishing business consulting services, not elsewhere classified, on a contract or fee basis.",Private,Independent,,,,,Consulting Services,541618,Other Management Consulting Services,,
"Palmer, Arnold Realty",Arnie Palmer Property Management,133 Princess St Suite 211,Kingston,Ontario,K7L 1A8,Canada,613-546-4281,http://www.arniepalmerproperties.ca,"170,059.08",3,3,"Palmer, Arnold Realty is primarily engaged in leasing real property, not elsewhere classified.",Private,Independent,,,,,Commercial Real Estate Leasing,531190,Lessors of Other Real Estate Property,,
Pampered Kitty Private Spa,,184 Glengarry Rd,Kingston,Ontario,K7M 3J4,Canada,,,"45,015.641",1,1,"Pampered Kitty Private Spa is primarily engaged in operating reducing and other health clubs, spas, and similar facilities featuring exercise and other active physical fitness conditioning, whether or not on a membership basis. Also included in this industry are establishments providing aerobic dance and exercise classes.",Private,Independent,,,,,Fitness and Recreation Centers,713940,Fitness and Recreational Sports Centers,,
Pampered Pups By Jamie,,936 Millhaven Rd,Odessa,Ontario,K0H 2H0,Canada,613-484-3889,,,1,1,"Pampered Pups By Jamie is primarily engaged in performing services, except veterinary, for pets, equines, and other animal specialties.",Private,Independent,,,,,Miscellaneous Personal Services,812910,Pet Care (except Veterinary) Services,,
Pam's Flower Garden Inc,,793 Princess St,Kingston,Ontario,K7L 1E9,Canada,613-549-8160,http://www.pamsflowergarden.com,"950,330.14",13,13,Pam's Flower Garden Inc is primarily engaged in the retail sale of cut flowers and growing plants.,Private,Independent,,,,,Miscellaneous Store Retailers,453110,Florists,,
Pan Corp,,185 Collingwood St,Kingston,Ontario,K7L 3X7,Canada,613-543-3738,,"110,038.23",1,1,"Pan Corp is primarily engaged in furnishing business consulting services, not elsewhere classified, on a contract or fee basis.",Private,Independent,,,,,Consulting Services,541618,Other Management Consulting Services,,
Panadew Holdings Inc,Panadew Property Management,87 Barrack St Suite 1,Kingston,Ontario,K7K 1E9,Canada,613-548-4795,http://www.panadew.ca,"670,232.89",6,6,Panadew Holdings Inc is primarily engaged in the operation of apartment buildings. Apartment buildings are defined as containing five or more housing units.,Private,Independent,,,,,Residential Real Estate Leasing,531110,Lessors of Residential Buildings and Dwellings,,
Panda Voice Systems Inc,,3791 Moreland-Dixon Rd RR 2,Inverary,Ontario,K0H 1X0,Canada,,http://www.pandavoice.com,"150,052.15",1,2,"Panda Voice Systems Inc is primarily engaged in manufacturing electronic audio and video equipment for home entertainment (including automotive), such as television sets, radio broadcast receivers, tape players, phonographs, and video recorders and players. This also includes the  manufacturing of public address systems and music distribution apparatus.",Private,Subsidiary,1626355 Ontario Inc,Canada,1626355 Ontario Inc,Canada,Audio and Video Equipment Manufacturing,334310,Audio and Video Equipment Manufacturing,Both Imports & Exports,
"Pantony, Kaye-Lee",,120 Clarence St Suite 272,Kingston,Ontario,K7L 1X4,Canada,,,"54,018.769",1,1,"Pantony, Kaye-Lee is primarily engaged in providing one or more of a wide variety of individual and family social, counseling, welfare, or referral services, including refugee, disaster, and temporary relief services. This industry includes offices of specialists providing counseling, referral, and other social services.",Private,Independent,,,,,Social and Rehabilitation Services,624190,Other Individual and Family Services,,
Papa Johns,,503 Princess St,Kingston,Ontario,K7L 1C3,Canada,613-544-9915,,"230,079.95",5,5,Papa Johns is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.,Private,Independent,,,,,Restaurants and Bars,722513,Limited-Service Restaurants,,
Papa Pete's Pizzeria,,4946 Road 38,Harrowsmith,Ontario,K0H 1V0,Canada,613-372-5693,http://www.harrowsmithpizza.com,"390,135.53",10,10,Papa Pete's Pizzeria is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.,Private,Independent,,,,,Restaurants and Bars,722511,Full-Service Restaurants,,
Paper Plus,,1 Nottingham Pl,Kingston,Ontario,K7M 7H1,Canada,613-544-2178,http://www.kahba.ca,"120,041.71",1,1,"Paper Plus is primarily engaged in the retail sale of stationery, such as paper and paper products (including printing and engraving), postcards, and paper novelties. These establishments may also sell additional lines of office type supplies, such as accounting and legal forms, blankbooks and forms, and office forms and supplies.",Private,Independent,,,,,Miscellaneous Store Retailers,453210,Office Supplies and Stationery Stores,,
"Paquette, Ronald Enterprises Inc",Bagot Leather Goods,34 Princess St Suite 1,Kingston,Ontario,K7L 1A4,Canada,613-544-4612,http://www.bagotleathergoods.com,"1,200,417.20",6,6,"Paquette, Ronald Enterprises Inc is primarily engaged in the wholesale distribution of women's, children's, and infants' clothing and accessories, including hosiery, lingerie, millinery, and furs.",Private,Independent,,,,,Clothing and Apparel Wholesale,424330,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",Imports,
Parade of Paints Inc,,800 Development Dr,Kingston,Ontario,K7M 5V7,Canada,613-634-3083,http://www.paradeofpaints.com,"800,278.07",4,4,"Parade of Paints Inc is primarily engaged in the wholesale distribution of paints, varnishes, wallpaper, and supplies.",Private,Independent,,,,,Miscellaneous Wholesale,424950,"Paint, Varnish, and Supplies Merchant Wholesalers",Imports,
Paradiso Pizza and Subs Restaurant Ltd,,400 Elliott Ave Suite 10,Kingston,Ontario,K7K 6M9,Canada,613-548-7006,http://www.paradisopizza.ca,"150,052.15",3,3,Paradiso Pizza and Subs Restaurant Ltd is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.,Partnership,Independent,,,,,Restaurants and Bars,722511,Full-Service Restaurants,,
Parfait Fresh & Frozen Yogurt Bar Inc,,268 Princess St,Kingston,Ontario,K7L 1B5,Canada,,,,1,1,"Parfait Fresh & Frozen Yogurt Bar Inc is primarily engaged in the wholesale distribution of dairy products, such as butter, cheese, ice cream and ices, and fluid milk and cream.",Private,Independent,,,,,Grocery Wholesale,424430,Dairy Product (except Dried or Canned) Merchant Wholesalers,,
Parker Store Inc,PSI Controls,1093 John Counter Blvd Suite 6,Kingston,Ontario,K7K 6C7,Canada,613-548-0269,,"750,260.65",3,3,"Parker Store Inc is primarily engaged in the wholesale distribution of industrial machinery and equipment, not elsewhere classified.",Private,Independent,,,,,Machinery Wholesale,423830,Industrial Machinery and Equipment Merchant Wholesalers,,
"Parker, Dr Barbara E",,275 Bagot St,Kingston,Ontario,K7L 3G4,Canada,613-549-7477,http://www.kfhn.ca,"580,201.57",7,7,Establishments of licensed practitioners having the degree of M.D. and engaged in the practice of general or specialized medicine and surgery. Establishments operating as clinics of physicians are included in this industry.,Private,Independent,,,,,Physicians and Health Practitioners,621111,Offices of Physicians (except Mental Health Specialists),,
"Parker, Dr Chris",,76 Stuart St,Kingston,Ontario,K7L 2V7,Canada,613-548-2384,,"83,028.845",1,1,Establishments of licensed practitioners having the degree of M.D. and engaged in the practice of general or specialized medicine and surgery. Establishments operating as clinics of physicians are included in this industry.,Private,Independent,,,,,Physicians and Health Practitioners,621111,Offices of Physicians (except Mental Health Specialists),,
"Parker, J.H. & Associates Inc",PAI,303 Bagot St Suite 501,Kingston,Ontario,K7K 5W7,Canada,613-545-3303,,"890,309.33",10,10,"Parker, J.H. & Associates Inc is primarily engaged in providing computer programming services on a contract or fee basis. Establishments of this industry perform a variety of additional services, such as computer software design and analysis; modifications of custom software; and training in the use of custom software.",Private,Subsidiary,Parsons Inc,Canada,The Parsons Corporation,United States,Computer Programming,541511,Custom Computer Programming Services,Exports,
Parkington Corporation Of Kingston Limited,-Worthington Park,103 Worthington Way,Kingston,Ontario,K7K 5C6,Canada,613-542-2800,,"360,125.12",3,3,"Parkington Corporation Of Kingston Limited is primarily engaged in holding or owning securities of companies other than banks, for the sole purpose of exercising some degree of control over the activities of the companies whose securities they hold.",Private,Independent,,,,,Holding Companies,551112,Offices of Other Holding Companies,,
Parkinson Photography,,437 Bagot St,Kingston,Ontario,K7K 3C2,Canada,,,"55,019.114",1,1,Parkinson Photography is primarily engaged in still or video portrait photography for the general public.,Private,Independent,,,,,Photographic Services,541921,"Photography Studios, Portrait",,
Parkinson Society Canada,,100 Stuart St,Kingston,Ontario,K7L 2V6,Canada,613-541-0829,http://www.parkinsonsociety.ca,,1,1,Establishments of licensed practitioners having the degree of M.D. and engaged in the practice of general or specialized medicine and surgery. Establishments operating as clinics of physicians are included in this industry.,Private,Branch,Parkinson Society Canada,Canada,Parkinson Society Canada,Canada,Physicians and Health Practitioners,621491,HMO Medical Centers,,
"Parks, Bruce L",,1650 Bath Rd,Kingston,Ontario,K7M 4X6,Canada,613-530-0435,http://www.bruceparks.net,"130,045.18",1,1,"Parks, Bruce L is primarily engaged in renting, buying, selling, managing, and appraising real estate for others.",Private,Independent,,,,,Real Estate Agents and Brokers,531210,Offices of Real Estate Agents and Brokers,,
Parkway Grocery Inc,,1469 Princess St Unit 2,Kingston,Ontario,K7M 3E9,Canada,613-531-6550,,"580,201.57",4,4,"Parkway Grocery Inc is a supermarket/grocery store, primarily engaged in the retail sale of all sorts of canned foods and dry goods, such as tea, coffee, spices, sugar, and flour; fresh fruits and vegetables; and fresh and prepared meats, fish, and poultry.",Private,Independent,,,,,Grocery Stores,445110,Supermarkets and Other Grocery (except Convenience) Stores,,
