Company Name,Address Line 1,Postal Code,Phone,URL,Revenue (USD),Business Description
Billos Radio Shop,160 King St E,K7L 3A2,613-541-7870,,77026.762,"Billos Radio Shop is primarily engaged in manufacturing electronic audio and video equipment for home entertainment (including automotive), such as television sets, radio broadcast receivers, tape players, phonographs, and video recorders and players. This also includes the  manufacturing of public address systems and music distribution apparatus."
John Westendorp Enterprises,1377 Midland Ave,K7P 2W5,613-545-5336,,77026.762,"John Westendorp Enterprises is primarily engaged in furnishing both trucking and storage services, including household goods, within a single municipality, contiguous municipalities, or a municipality and its suburban areas."
Reelout Arts Project Inc,336A Barrie St,K7K 3T1,613-549-7335,http://www.reelout.com,76026.41,"Reelout Arts Project Inc is primarily engaged in performing services independent of motion picture production, but allied thereto, such as motion picture film processing, editing, and titling; casting bureaus; wardrobe and studio property rental; television tape services; motion picture and video tape reproduction; and stock footage film libraries"
"Jewellery Box, The",637 Princess St Suite A,K7L 1E2,613-507-4653,,75026.073,"Jewellery Box, The is primarily engaged in the retail sale of any combination of the lines of jewelry, such as diamonds and other precious stones mounted in precious metals as rings, bracelets, and broaches; sterling and plated silverware; and watches and clocks."
Perfect Jewellery,945 Gardiners Rd,K7M 7H4,613-634-1241,http://www.charmdiamondcentres.com,75026.073,"Perfect Jewellery is primarily engaged in the retail sale of any combination of the lines of jewelry, such as diamonds and other precious stones mounted in precious metals as rings, bracelets, and broaches; sterling and plated silverware; and watches and clocks."
Police Test Tutor,128 Kingscourt Ave,K7K 4P3,613-766-8868,http://www.policetesttutor.com,75026.073,"Police Test Tutor is primarily engaged in offering educational courses and services, not elsewhere classified. Included in this industry are music schools, drama schools, language schools, short-term examination preparatory schools, student exchange programs, curriculum development, and vocational counseling, except rehabilitation counseling."
Lasting Memories,2803 Princess St,K7P 2X1,613-384-6354,,75026.073,"Lasting Memories is primarily engaged in the retail sale of toys, games, and hobby and craft kits and supplies."
Red Maple,55 Brock St,K7L 1R8,613-532-5856,,75026.073,"Red Maple is primarily engaged in the retail sale of combined lines of gifts and novelty merchandise, souvenirs, greeting cards, holiday decorations, and miscellaneous small art goods."
Marchant Paper Memories,1187 Princess St,K7M 3E1,613-542-6521,http://www.marchantpapermemories.com,75026.073,"Marchant Paper Memories is primarily engaged in the retail sale of toys, games, and hobby and craft kits and supplies."
Communika Plus,5869 County Road 2,K0H 2H0,,,75026.073,"Communika Plus is primarily engaged in offering educational courses and services, not elsewhere classified. Included in this industry are music schools, drama schools, language schools, short-term examination preparatory schools, student exchange programs, curriculum development, and vocational counseling, except rehabilitation counseling."
Oxford Learning Centre Kingston East,235 Gore Rd,K7L 0C3,613-549-7327,http://www.oxfordlearning.com,75026.073,"Oxford Learning Centre Kingston East is primarily engaged in offering educational courses and services, not elsewhere classified. Included in this industry are music schools, drama schools, language schools, short-term examination preparatory schools, student exchange programs, curriculum development, and vocational counseling, except rehabilitation counseling."
Thousand Islands Christian Education,216 Mowat Ave,K7M 1K8,,,75026.073,"Thousand Islands Christian Education is primarily engaged in offering educational courses and services, not elsewhere classified. Included in this industry are music schools, drama schools, language schools, short-term examination preparatory schools, student exchange programs, curriculum development, and vocational counseling, except rehabilitation counseling."
2031005 Ontario Inc,2267 Princess St,K7M 3G1,,,75026.073,"2031005 Ontario Inc is primarily engaged in offering educational courses and services, not elsewhere classified. Included in this industry are music schools, drama schools, language schools, short-term examination preparatory schools, student exchange programs, curriculum development, and vocational counseling, except rehabilitation counseling."
Dorian School of Music,1724 Bath Rd Suite 208,K7M 4Y2,613-384-9516,http://www.dorianschoolofmusic.com,75026.073,"Dorian School of Music is primarily engaged in offering educational courses and services, not elsewhere classified. Included in this industry are music schools, drama schools, language schools, short-term examination preparatory schools, student exchange programs, curriculum development, and vocational counseling, except rehabilitation counseling."
"Snyder, Kim Enterprises",402 Barrie St,K7K 3T7,613-549-0509,http://www.kimsnyder.ca,75026.073,"Snyder, Kim Enterprises is primarily engaged in the retail sale of any combination of the lines of jewelry, such as diamonds and other precious stones mounted in precious metals as rings, bracelets, and broaches; sterling and plated silverware; and watches and clocks."
Arts & Science Undergraduate Society,183 University Ave,K7L 3P5,613-533-6258,http://www.queensasus.com,75026.073,"Arts & Science Undergraduate Society is primarily engaged in offering educational courses and services, not elsewhere classified. Included in this industry are music schools, drama schools, language schools, short-term examination preparatory schools, student exchange programs, curriculum development, and vocational counseling, except rehabilitation counseling."
Victoria Webster,5419 Battersea,K0H 1X0,613-353-6667,,75026.073,"Victoria Webster is primarily engaged in offering educational courses and services, not elsewhere classified. Included in this industry are music schools, drama schools, language schools, short-term examination preparatory schools, student exchange programs, curriculum development, and vocational counseling, except rehabilitation counseling."
Robinson Penny,32 Macdonnell St,K7L 4B6,613-540-3774,http://www.hypnosiskingston.com,75026.073,"Robinson Penny is primarily engaged in offering educational courses and services, not elsewhere classified. Included in this industry are music schools, drama schools, language schools, short-term examination preparatory schools, student exchange programs, curriculum development, and vocational counseling, except rehabilitation counseling."
Xanadu Music Inc,641 Princess St,K7L 1E4,,,75026.073,"Xanadu Music Inc is primarily engaged in offering educational courses and services, not elsewhere classified. Included in this industry are music schools, drama schools, language schools, short-term examination preparatory schools, student exchange programs, curriculum development, and vocational counseling, except rehabilitation counseling."
"Family Literacy Centre, The",77 Maccauley St,K7K 2V8,,,75026.073,"Family Literacy Centre, The is primarily engaged in offering educational courses and services, not elsewhere classified. Included in this industry are music schools, drama schools, language schools, short-term examination preparatory schools, student exchange programs, curriculum development, and vocational counseling, except rehabilitation counseling."
English Butler,945 Gardiners Rd,K7M 7H4,,,75026.073,"English Butler is primarily engaged in the retail sale of combined lines of gifts and novelty merchandise, souvenirs, greeting cards, holiday decorations, and miscellaneous small art goods."
Little Readers,793 Blackburn Mews,K7P 2N6,613-384-7323,http://www.oxfordlearning.com,75026.073,"Little Readers is primarily engaged in offering educational courses and services, not elsewhere classified. Included in this industry are music schools, drama schools, language schools, short-term examination preparatory schools, student exchange programs, curriculum development, and vocational counseling, except rehabilitation counseling."
Bernie's Driving School,104 Helen St,K7L 4P3,613-542-5367,http://www.berniesdrivingschool.com,75026.073,"Bernie's Driving School is primarily engaged in offering educational courses and services, not elsewhere classified. Included in this industry are music schools, drama schools, language schools, short-term examination preparatory schools, student exchange programs, curriculum development, and vocational counseling, except rehabilitation counseling."
